Source,Disease,Omics Method,Omics Method Detail,Site,Sub Group,PCGP,PCGPdetails
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WGS,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,WES,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,WES,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WGS,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WGS,,,,,
Human,LGG,ChIPseq,H3K4me3-AB8,,,,
Human,LGG,ChIPseq,H3K4me3-AB8,,,,
Human,LGG,ChIPseq,INPUT,,,,
Human,LGG,ChIPseq,INPUT,,,,
Human,LGG,ChIPseq,EZH2-AB6,,,,
Human,LGG,ChIPseq,INPUT,,,,
Human,LGG,ATACseq,,,,,
Human,LGG,ATACseq,,,,,
Human,LGG,ATACseq,,,,,
Human,LGG,ChIPseq,H3K4me3,,,,
Human,LGG,ChIPseq,H3K4me3,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WGS,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WGS,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WGS,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WGS,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WGS,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WGS,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WGS,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,ChIPseq,H3K4me3-AB8,,,,
Human,LGG,ChIPseq,H3K4me3-AB8,,,,
Human,LGG,ChIPseq,INPUT,,,,
Human,LGG,ChIPseq,INPUT,,,,
Human,LGG,ChIPseq,EZH2-AB6,,,,
Human,LGG,ChIPseq,INPUT,,,,
Human,LGG,ATACseq,,,,,
Human,LGG,ATACseq,,,,,
Human,LGG,ATACseq,,,,,
Human,LGG,ChIPseq,H3K4me3,,,,
Human,LGG,ChIPseq,H3K4me3,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WGS,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WGS,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WGS,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WGS,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WGS,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WGS,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WGS,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WGS,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WGS,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WES,,,,,
Human,LGG,WES,,,,,
Human,LGG,WES,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,WGS,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,WGS,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,WGS,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WGS,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WGS,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,WGS,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,WGS,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,WGS,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,WGS,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WES,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WES,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WES,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WES,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WES,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WES,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WES,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WES,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WES,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WES,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WES,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WES,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WES,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WES,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WES,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WES,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WES,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WES,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WES,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WES,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WES,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WES,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WES,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WES,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WES,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WES,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WES,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WES,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WES,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WES,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WES,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WGS,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WGS,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WGS,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WGS,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WGS,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WGS,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WGS,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WGS,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WGS,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WGS,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WGS,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WGS,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,WGS,,,,,
Human,LGG,WGS,,,,,
Human,MB,WES,,,,,
Human,MB,WES,,,,,
Human,MB,WES,,,,,
Human,MB,WES,,,,,
Human,MB,WES,,,,,
Human,MB,WES,,,,,
Human,MB,WES,,,,,
Human,MB,WES,,,,,
Human,MB,WES,,,,,
Human,MB,WES,,,,,
Cell,Daoy,RNAseq,,,,,
Human,MB,RNAseq,,,,,
Cell,Daoy,RNAseq,,,,,
Human,MB,RNAseq,,,,,
Cell,Daoy,RNAseq,,,,,
Human,MB,RNAseq,,,,,
Cell,Daoy,RNAseq,,,,,
Human,MB,RNAseq,,,,,
Cell,Daoy,RNAseq,,,,,
Human,MB,RNAseq,,,,,
Cell,Daoy,RNAseq,,,,,
Human,MB,RNAseq,,,,,
Cell,Daoy,RNAseq,,,,,
Human,MB,RNAseq,,,,,
Cell,Daoy,ChIPseq,H3K4me3-AB7,,,,
Cell,Daoy,ChIPseq,H3K4me1-AB3,,,,
Cell,Daoy,ChIPseq,H3K27Ac-AB5,,,,
Cell,Daoy,ChIPseq,H3K27me3-AB4,,,,
Cell,Daoy,ChIPseq,INPUT,,,,
Cell,Daoy,ChIPseq,INPUT,,,,
Cell,Daoy,ChIPseq,INPUT,,,,
Cell,Daoy,ChIPseq,INPUT,,,,
Cell,Daoy,ChIPseq,H3K27Ac-AB6,,,,
Cell,Daoy,ChIPseq,H3K27Ac-AB5,,,,
Cell,Daoy,ChIPseq,INPUT,,,,
Cell,Daoy,ChIPseq,INPUT,,,,
Cell,Daoy,ChIPseq,H3K27Ac-AB6,,,,
Cell,Daoy,ChIPseq,H3K27Ac-AB6,,,,
Cell,Daoy,ChIPseq,H3K27Ac-AB5,,,,
Cell,Daoy,ChIPseq,H3K27Ac-AB5,,,,
Cell,Daoy,ChIPseq,INPUT,,,,
Cell,Daoy,ChIPseq,INPUT,,,,
Cell,Daoy,ChIPseq,INPUT,,,,
Cell,Daoy,ChIPseq,INPUT,,,,
Cell,Daoy,ChIPseq,H3K4me1-AB3,,,,
Cell,Daoy,ChIPseq,H3K4me1-AB3,,,,
Cell,Daoy,ChIPseq,H3K4me1-AB3,,,,
Cell,Daoy,ChIPseq,INPUT,,,,
Cell,Daoy,ChIPseq,INPUT,,,,
Cell,Daoy,ChIPseq,INPUT,,,,
Cell,Daoy,ChIPseq,H3K27Ac-AB6,,,,
Cell,Daoy,ChIPseq,H3K27Ac-AB5,,,,
Cell,Daoy,ChIPseq,INPUT,,,,
Cell,Daoy,ChIPseq,INPUT,,,,
Cell,Daoy,ChIPseq,H3K27Ac-AB6,,,,
Cell,Daoy,ChIPseq,H3K27Ac-AB6,,,,
Cell,Daoy,ChIPseq,H3K27Ac-AB5,,,,
Cell,Daoy,ChIPseq,H3K27Ac-AB5,,,,
Cell,Daoy,ChIPseq,INPUT,,,,
Cell,Daoy,ChIPseq,INPUT,,,,
Cell,Daoy,ChIPseq,INPUT,,,,
Cell,Daoy,ChIPseq,INPUT,,,,
Cell,Daoy,ChIPseq,H3K4me1-AB3,,,,
